,start,end,pourcentage_femmes,pourcentage_hommes
0,1957,1960,27.142857142857142,72.85714285714285
1,1961,1964,31.976744186046513,68.02325581395348
2,1965,1968,29.1044776119403,70.8955223880597
3,1969,1972,37.333333333333336,62.66666666666667
4,1973,1976,66.66666666666666,33.33333333333333
