,start,end,pourcentage_femmes,pourcentage_hommes
0,1961,1965,23.076923076923077,76.92307692307693
1,1966,1970,13.88888888888889,86.11111111111111
2,1971,1975,33.33333333333333,66.66666666666666
3,1976,1980,38.35616438356164,61.64383561643836
