,definition,pourcentage
0,domestique,29.951690821256037
1,usine_batiment,20.77294685990338
2,education,14.492753623188406
3,service_publique,13.043478260869565
4,artisanat_vente,5.797101449275362
5,employe_bureau,4.830917874396135
6,santé_social,4.3478260869565215
7,restauration_hotellerie,1.932367149758454
8,AVS-AI,1.932367149758454
9,etude_formation,0.966183574879227
10,artistique,0.966183574879227
11,droit_finance,0.4830917874396135
12,impression_journalisme,0.4830917874396135
